Nombre,Domicilio
SECUNDARIA GENERAL - SOR JUANA INES DE LA CRUZ,"SUR 103 NO 1034, AERONAUTICA MILITAR, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PREESCOLAR GENERAL - AMPARO SOLIS PAYAN,"LAUREL NO 10, SANTA MARIA LA RIBERA, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - ESTADO DE DURANGO,"FCO GONZALEZ BOCANEGRA NO 74, MORELOS, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - RAFAEL RAMOS PEDRUEZA,"DOCTOR FORTUNATO 226, DOCTORES, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL CON SERVICIO ASISTENCIAL - ESCUELA DE PARTICIPACION SOCIAL NUMERO 6,"JOSE ANTONIO TORRES NO 745, ASTURIAS, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - JOSE GOROSTIZA,"FELIX U GOMEZ NO 36, GUERRERO, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - CARLOTA DE GORTARI CARBAJAL,"CALLE DE CHICLE NO 179, GRANJAS MEXICO, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - PRIMARIA GENERAL,"PROLG PLOMEROS S/N, MICHOACANA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - CONSTITUYENTE CELESTINO PEREZ Y PEREZ,"AV.SENTIMIENTO A LA NACION S/N, UNIDAD HAB ERMITA ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - TLILALPACATL,"AV. MEXICO NO.6, PUEBLO ACULCO, DELEGACION IZTAPALAPA, MEXICO DF."
SECUNDARIA TECNICA INDUSTRIAL - ESCUELA SECUNDARIA TECNICA 71,"AV. 414 A Y CALLE 1537 Y 1543, U SAN JUAN DE ARAGON 6A SECCION, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - PROFRA. MA. PATIÑO VDA DE OLMEDO,"MIRADOR S/N, AMPLIACION TEPEPAN, DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - PROFRA. ISABEL ROBLES ESPEJEL,"AV FRANCISCO J MACIN S/N, UNIDAD HAB CTM, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - NEPAL,"CALLE 509 PLAZA 3, U SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - TLACOQUEMECATL,
PREESCOLAR GENERAL - GUILLERMO GRIMM,"1RA DE MODESTO LECHUGA S/N, UNIDAD HAB VICENTE GUERRERO, DELEGACION IZTAPALAPA, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CAM 51","AV BENITO JUAREZ S/N, MIXCOATL, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - HEROES DE CHURUBUSCO,"JORGE ENCISO NO 1303, HEROES DE CHURUBUSCO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - VILLA ESTRELLA,"CAM CERRO DE LA ESTRELLA NO.4, EL SANTUARIO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - MITLA,"AREA DE SERVICIOS DE LA MZ.4, EL MOLINO IATAPALAPA, DELEGACION IZTAPALAPA, MEXICO DF."
SECUNDARIA GENERAL - PRESIDENTES DE MEXICO,"CANAL DE PANAMA Y JAIME NUNO, INSURGENTES, DELEGACION IZTAPALAPA, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 95","COMERCIO NO  43, PUEBLO STA CRUZ XOCHITEPEC, DELEGACION XOCHIMILCO, MEXICO DF."
SECUNDARIA GENERAL - DIEGO RIVERA,"CDA POPOCATEPETL NO 56, PUEBLO DE XOCO, DELEGACION BENITO JUAREZ, MEXICO DF.."
PRIMARIA GENERAL - MAESTRO ERNESTO ALCONEDO,"ADOLFO PRIETO NO 1365, DEL VALLE, DELEGACION BENITO JUAREZ, MEXICO DF.."
SECUNDARIA GENERAL - ERMILO ABREU GOMEZ,"AV MANUEL SALAZAR Y FRANCISCO SARABIA, PROVIDENCIA, DELEGACION AZCAPOTZALCO, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 38,"PROL SABINO ESQ CALLE 4, DEL GAS, DELEGACION AZCAPOTZALCO, MEXICO DF."
TELESECUNDARIA 71,"TLAHUICAS Y TOTONACAS, TEZOZOMOC, DELEGACION AZCAPOTZALCO, MEXICO DF."
PREESCOLAR GENERAL - JOSEFINA RAMOS DEL RIO,"4TO. CALLEJON DEL NOPAL NO 11, ATLAMPA, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL - BERTHA DOMINGUEZ,"H. DE GRANADITAS Y TENOCHTITLAN, MORELOS, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - MAESTRO FRANCISCO MONTES DE OCA,"CAMPECHE NO 304, HIPODROMO, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - HORACIO MANN,"ABRAHAM GONZALEZ NO 151, JUAREZ, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - MAESTRO JULIAN CARRILLO,"CARUSO NO 98, PERALVILLO, DELEGACION CUAUHTEMOC, MEXICO DF."
SECUNDARIA GENERAL - FRANCISCO ZARCO,"H CONGRESO DE LA UNION Y STAND DE TIRO, MERCED BALBUENA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - MARIA ENRIQUETA CAMARILLO,"ANDADOR PONCE DE LEON NO.58, CONJ POPULAR HAB ERMITA ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF."
SECUNDARIA GENERAL - LIBRADO RIVERA GODINEZ,"BATALLA DE OJITOS S/N, U HAB EJERCITO DE OTE II ISSSTE, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - ROSARIO MA. GUTIERREZ ESKILDSEN,"GERMANIO NO.98 Y SILICIO, EL MANTO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - REPUBLICA DE INDONESIA,"CATARROJA NO.78, CERRO DE LA ESTRELLA, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - AYAQUEMETL,"MORELOS ESQ MONTERREY, EMILIANO ZAPATA 2A SECCION, DELEGACION TLAHUAC, MEXICO DF."
PRIMARIA GENERAL - INGENIERO JUAN DE DIOS BATIZ,"AV DE LA CIMA Y RIO SAN JAVIER, CONJ HAB ACUEDUCTO DE GUADALUPE, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - PROFR. LAUREANO JIMENEZ Y CORIA,"AV MIGUEL BERNARD NO 41, BARRIO LA PURISIMA TICOMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - LEONA VICARIO,"NORTE 13 A NO 5331, NUEVA VALLEJO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - ADOLFO RUIZ CORTINEZ,"TEJAMANIL Y ZIHUATLAN, PEDREGAL DE SANTO DOMINGO, DELEGACION COYOACAN, MEXICO DF."
PREESCOLAR GENERAL - FRIDA KAHLO,"1A. CDA. DE LEGARIA NO 29, TORRE BLANCA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - KALPILLI,"LIC L CASTILLO LEDON NO 121, CUAJIMALPA, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF."
PREESCOLAR GENERAL - GABINO A PALMA,"CONCORDIA S/N, CHIMALPA, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 78,"CAMPO MOLUCO ESQUINA CAMPO VERDE, SAN BARTOLO CACAHUALTONGO, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA GENERAL - REPUBLICA DEMOCRATICA ALEMANA,"LATONEROS NO 107, TRABAJADORES DEL HIERRO, DELEGACION AZCAPOTZALCO, MEXICO DF."
PREESCOLAR GENERAL - ITZEL LUCERO,"AV. XOCOYOTE S/N ENTRE XANES Y XALPATLAH, ARENAL 4A SECC, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - GRAL. FRANCISCO J. MUJICA,"ROMAN LUGO Y ERNESTO P URUCHURTU, ADOLFO LOPEZ MATEOS, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - DR. MIGUEL SILVA,"AV EDUARDO MOLINA NO 43, 20 DE NOVIEMBRE, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - PROFR. CALIXTO ANTONIO RODRIGUEZ FLORES,"CALLE 28 B Y AV CENTRAL, SAN JOSE DE LA ESCALERA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 39","MORAS 634, DEL VALLE, DELEGACION BENITO JUAREZ, MEXICO DF.."
SECUNDARIA GENERAL - SECUNDARIA FEDERAL,"CALLE DE VIENA NUM. 121-B, EL CARMEN, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - MAO TSE TUNG,"SANTOS DEGOLLADO NO 16, BENITO JUAREZ, DELEGACION IZTACALCO, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 118,"CALLE EMILIANO ZAPATA S/N, BOSQUE RESIDENCIAL DEL SUR, DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - INDEPENDENCIA ECONOMICA DE MEXICO,"AV DIAZ ORDAZ S/N, SAN JUAN MOYOTEPEC, DELEGACION XOCHIMILCO, MEXICO DF."
ESCUELA SECUNDARIA DIURNA NO 326,"VOLCAN JORULLO Y COFRE DE PEROE, LA PRADERA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - GRAL. LAZARO CARDENAS,"GRAL LAZARO CARDENAS NO 105, UNIDAD LINDAVISTA VALLEJO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE No. 73","LAGUNA DEL CARMEN Y LAGO TEXCOCO, ANAHUAC I, DELEGACION MIGUEL HIDALGO, MEXICO DF."
SECUNDARIA GENERAL - GIUSSEPPE GARIBALDI,"PRESA SALINILLAS Y PRESA VALSEQUILLO, IRRIGACION, DELEGACION MIGUEL HIDALGO, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 66,"CALLE 6 S/N Y CIRCUNVALACION, CUCHILLA PANTITLAN, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PREESCOLAR GENERAL - AURORA REYES,"CALZADA DEL HUESO Y PERIFERICO, RINCONADA COAPA 2A SECC, DELEGACION TLALPAN, MEXICO DF."
SECUNDARIA GENERAL - DON MIGUEL HIDALGO Y COSTILLA,"MONEDA NO 13, TLALPAN, DELEGACION TLALPAN, MEXICO DF."
TELESECUNDARIA 39,"POPOCATEPETL 47 Y TRES VIRGENES, LA PRADERA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - PROFR. ANTONIO BARBOSA HELDT,"KIOCA Y AV CENTRAL, EUZKADI, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - TEMACHTIANI,"ALDANA NO 28, AMPLIACION COSMOPOLITA, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - MAESTRO FEDERICO ALVAREZ,"EJE LAZARO CARDENAS NO 720, POSTAL, DELEGACION BENITO JUAREZ, MEXICO DF.."
PRIMARIA GENERAL - REPUBLICA DE COREA,"RABAUL Y MANZANA 3 S/N, UNIDAD CUITLAHUAC, DELEGACION AZCAPOTZALCO, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 17  M","FCO  MARQUEZ NO  144, CONDESA, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL - BATALLON DE SAN BLAS,"RICARDO FLORES MAGON NO 77, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL - CINCO DE MAYO,"J. MARIA BUSTILLOS NO 10, ALGARIN, DELEGACION CUAUHTEMOC, MEXICO DF."
SECUNDARIA TECNICA INDUSTRIAL - ESCUELA SECUNDARIA TECNICA 8,
PRIMARIA GENERAL - PROFR. ALFREDO BASURTO GARCIA,"SAN HERMILO Y SAN PASCASIO S/N, PEDREGAL DE SANTA URSULA, DELEGACION COYOACAN, MEXICO DF."
PREESCOLAR GENERAL - EMILIANO ROBLES LEON,"BARRANCA DE PILARES S/N, COLONIA LAS AGUILAS, DELEGACION ALVARO OBREGON, MEXICO DF."
PREESCOLAR GENERAL - YOACALLI,"MAR DE LOS VAPORES Y CRATER KEPLER, AMPLIACION SELENE, DELEGACION TLAHUAC, MEXICO DF."
PRIMARIA GENERAL - ESTADO DE AGUASCALIENTES,"VASCO DE QUIROGA Y PASEO DEL MOLINO, COLONIA AMPLIACION LA MEXICANA, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - PROFR. QUINTIL GOMEZ ALVAREZ,"PTO MAZATLAN Y PAPANTLA S/N, AMPLIACION CASAS ALEMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 2,"EJE CENTRAL LAZARO CARDENAS NO. 10, JUAREZ, DELEGACION CUAUHTEMOC, MEXICO DF."
SECUNDARIA GENERAL -  MTRO. JUAN G. HOLGUIN,"LIVERPOOL NO 40, JUAREZ, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - JUAN ANTONIO DE LA FUENTE,"PLAZA DEL ARBOL NO 28 Y PLAZA MAYOR, DOCTOR ALFONSO ORTIZ TIRADO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFR. CARLOS FUENTES MARTINEZ,"VOLCAN IMPALA NO 10, AMPL PROVIDENCIA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - LEYES DE REFORMA,"CALLE 607 PLAZA 14, U SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
SECUNDARIA TECNICA 47,"AV INSURGENTES NORTE 1114, TLACAMACA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - LAURO AGUIRRE,"GUSTAVO E. CAMPA NO 94, COLONIA GUADALUPE INN, DELEGACION ALVARO OBREGON, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 56,"AV SANTA CRUZ S/N, SAN MIGUEL TOPILEJO, DELEGACION TLAHUAC, MEXICO DF."
PREESCOLAR GENERAL - ERASMO CASTELLANOS QUINTO,"MANUEL GONZALEZ NO 108, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF."
SECUNDARIA GENERAL - TEUTLI,"AV DE LAS PALMAS S/N, BARRIO TENANTITLA TECOMITL, DELEGACION MILPA ALTA, MEXICO DF."
PRIMARIA GENERAL - LIC. FELIPE RIVERA,"DR ANDRADE NO 367, BUENOS AIRES, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - JOSE MARIA IGLESIAS,"COLIMA NO 383, ROMA NORTE, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL - 21 DE ABRIL,"AV STA ANA Y ROSA MA SEQUEIRA, AMPL SAN FRANCISCO CULHUACAN, DELEGACION COYOACAN, MEXICO DF."
SECUNDARIA GENERAL - JUAN JACOBO ROUSSEAU,"AV EXPLORADORES Y CARLOS PACHECO, U HAB EJERCITO DE OTE II ISSSTE, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFR. JOSE PALOMAREZ QUIROS,"JOAQUIN IBARGUEN NO.2,  HAB EJERCITO DE OTE II ISSSTE, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - ITZAMARAII,"GASTON SANTOS S/N LOMA ALTA, SAN MIGUEL TEOTONGO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - GENERAL FRANCISCO VILLA,"TOMAS URBINA,  FRANCISCO VILLA, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - ROSARIO CASTELLANOS,"ASISTENCIA PUBLICA Y NORTE 3, FEDERAL, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - BANDERA NACIONAL,"ORIENTE 178 Y SUR 107'A' NO.228, MEXICALTZINGO, DELEGACION IZTAPALAPA, MEXICO DF."
SECUNDARIA PARA TRABAJADORES - DANIEL COSIO VILLEGAS,"REP. DE BOLIVIA NUM 33, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - CAPUTZIHIL,"ALBERTO BRANIFF Y CALZ IGNACIO ZARAGOZA,AVIACION CIVIL, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - MTRO. JOSE MARIANO PONTON,"ECONOMIA Y ANTROPOLOGIA E HIST, FEDERAL, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - FRANCISCO SANTOYO MALDONADO,"MARIANO ESCOBEDO NO 59, POPOTLA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - PROFR. JUAN B. TIJERINA,"ANTONIO ESTEVEZ S/N, U HAB EJERCITO DE OTE II ISSSTE, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - FRANCISCO GABILONDO SOLER,"AV TEZONTLE Y CORALES S/N, UNIDAD INFONAVIT IZTACALCO, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - PROFR. MARCELINO RENTERIA,"CALLE SOL NO.2 ESQ. LOPEZ PORTILLO, CONSEJO AGRARISTA MEXICANO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFR. VICTOR MANUEL MANZANO DELGADO,"CALLE KANTUNIL NO 400, PEDREGAL DE SAN NICOLAS, DELEGACION TLALPAN, MEXICO DF."
PRIMARIA GENERAL - PROFR. PEDRO LOREDO ORTEGA,"SINANCHE NO 10, PEDREGAL DE SAN NICOLAS, DELEGACION TLALPAN, MEXICO DF."
PRIMARIA GENERAL - PATRIA Y LIBERTAD,"UH FUENTES BROTANTES ATRAS BL 1, FUENTES BROTANTES, DELEGACION TLALPAN, MEXICO DF."
PREESCOLAR GENERAL - IGNACIO ALLENDE,"CALLE 111 Y 104 S/N, UNIDAD MODELO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - YOLLALIA,"GAVILAN S/N, SAN MIGUEL, DELEGACION IZTAPALAPA, MEXICO DF."
SECUNDARIA GENERAL - JOVITA A. ELGUERO,"CANARIO Y DIVISION DEL NORTE, COLONIA BELLA VISTA, DELEGACION ALVARO OBREGON, MEXICO DF."
TELESECUNDARIA 3,"RIO MIXCOAC OTE Y CIRCUITO 3, COLONIA HAB LOMAS DE PLATEROS, DELEGACION ALVARO OBREGON, MEXICO DF"
PRIMARIA GENERAL - PLAN SEXENAL,"JAVIER ROJO GOMEZ NO 22, PUEBLO SAN PABLO OZTOTEPEC, DELEGACION MILPA ALTA, MEXICO DF."
PRIMARIA PARA ADULTOS - ESTADO DE HIDALGO,"AV MARINA NACIONAL NO 222, ANAHUAC I, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - ESTADO DE QUINTANA ROO,"LAGO WINNIPEG NO 7, PENSIL, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PREESCOLAR GENERAL - JULIO VERNE,"AV. TEZONTLE Y SUR 161, LIC CARLOS ZAPATA VELA 1A SECC, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - REPUBLICA ESPAÑOLA,"CORUÑA NO 311, VIADUCTO PIEDAD, DELEGACION IZTACALCO, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 101 M","PRESIDENTE MASARIK NO  526, POLANCO REFORMA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - DR. JOSE ELEUTERIO GONZALEZ,"JOSE MARTI NO 129 Y PATRIOTISMO, ESCANDON, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - DOLORES HERNANDEZ LANDA,"LAGO MALAR S/N, GRANADA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
SECUNDARIA GENERAL - RABINDRANATH TAGORE,"AV DE LOS MAESTROS NO 100, SANTO TOMAS, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PREESCOLAR GENERAL - IGNACIO L. VALLARTA,"CALZ. LEGARIA NO 585, IRRIGACION, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - JOSE MARIA VELASCO,"CALZ SAN JUAN DE ARAGON NO 304, CONSTITUCION DE LA REPUBLICA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - INSURGENTE MORELOS,"HIDALGO S/N, GUSTAVO A. MADERO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 27  M","XICOTENCATL NO  164, EL CARMEN, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - FUNDACION DE MEXICO,"PASEO DIOSES AZTECAS U INFO CTM, AMPL SAN FRANCISCO CULHUACAN, DELEGACION COYOACAN, MEXICO DF."
SECUNDARIA GENERAL - DELEGACION COYOACAN,"CERRO DEL AGUA Y AV LAS TORRES, MANUEL ROMERO DE TERREROS, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - JOSE SANTOS VALDEZ,"CALZ DE LA VIRGEN 3000, AMPL SAN FRANCISCO CULHUACAN, DELEGACION COYOACAN, MEXICO DF."
SECUNDARIA GENERAL - VICTOR HUGO,"CERRO DEL CRESTON Y CERRO MEZONTEPEC, CAMPESTRE CHURUBUSCO, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - MARGARITA MAZA DE JUAREZ,"GOMA NO 163 Y CENTENO, GRANJAS MEXICO, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - REPUBLICA DE CHECOSLOVAQUIA,"RETORNO 20 S/N, AVANTE, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - TLALOC,"MATAMOROS NO 1, PUEBLO SAN AGUSTIN OHTENCO, DELEGACION MILPA ALTA, MEXICO DF."
PRIMARIA GENERAL - CUICUILCO,"CALLEJON DEL ZAPOTE S/N, ISIDRO FABELA, DELEGACION TLALPAN, MEXICO DF."
PREESCOLAR GENERAL - ENRIQUE DUNANT,"GUADALUPE ENTRE MICHOACAN Y SN. MIGUEL, CHALMA DE GUADALUPE, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - MTRO. ENRIQUE C. REBSAMEN,"16 DE SEPTIEMBRE Y 20 DE NOV, 25 DE JULIO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - NICOLAS BRAVO,"AV EJIDO Y BENITO JUAREZ, 25 DE JULIO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - GRAL. MIGUEL NEGRETE,"CALLE 311 S/N, NUEVA ATZACOALCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - TATA VASCO,"AV 5 DE MAYO NO 41, VASCO DE QUIROGA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - PROFR. TADEO DE LA GARZA GUTIERREZ,"CINEMATOGRAFIA Y ALFAREROS, UNIDAD INFONAVIT EL ROSARIO, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - MANUEL CERVANTES IMAZ,"NATHAL PESADO NO 8, MIXCOAC, DELEGACION BENITO JUAREZ, MEXICO DF.."
SECUNDARIA GENERAL - JUAN RUIZ DE ALARCON Y MENDOZA,"BUENAVISTA Y 16 DE SEPTIEMBRE, SAN BARTOLO ATEPEHUACAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 41,"AVS. 549, 506, 553 Y 504 SECC. VECINAL DOS, SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - WINSTON CHURCHILL,"AV 563 PLAZA 10, U SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - DR. IGNACIO CHAVEZ,"FUERTE DE GPE.NO.24 AND.1 Y 2, U HAB EJERCITO DE OTE II ISSSTE, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - PROFRA. CAROLINA PINO CRUZ,"PALMILLA Y AV. JUAREZ S/N, CONSEJO AGRARISTA MEXICANO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - FRAY MARTIN DE VALENCIA,"EMILIANO ZAPATA Y PLAN DE AYALA, SANTA MARIA AZTAHUACAN, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFR. PRISCILIANO MARTINEZ LOPEZ,"GRAL.SIMON ELIAS GONZALEZ NO.35, JUAN ESCUTIA, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - GUADALUPE CENICEROS DE PEREZ ZAVALETA,"ANTONIO NORZAGARAY NO.40, CONSTITUCION 1917, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - TLAYOLLI,"VERACRUZ S/, SAN MIGUEL TEOTONGO, DELEGACION IZTAPALAPA, MEXICO DF."
SECUNDARIA GENERAL - EZEQUIEL A. CHAVEZ,"EL 14 COBRE Y CANANEA, NICOLAS BRAVO, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PREESCOLAR GENERAL - ESTATUTO JURIDICO,"JACARANDAS Y COPA DE ORO, CIUDAD JARDIN, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - EL NIÑO AGRARISTA,"CAMPOS MOLUCO Y CANTEMOC S/N, AMPLIACION PETROLERA, DELEGACION AZCAPOTZALCO, MEXICO DF."
PREESCOLAR GENERAL- GIRUYU,"PINO ESQUINA POLVORA, COLONIA PUEBLO SANTA FE, DELEGACION ALVARO OBREGON, MEXICO DF."
SECUNDARIA GENERAL - CARLOTA JASO,"SAN IDELFONSO NO 46, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL - HELEN KELLER,"2A CERRADA CALLE 633 S/N 5A SECO92, SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
